Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aérea;São Paulo;Mali;Junho;2025;23
Aérea;Bahia;Malta;Junho;2025;1
Aérea;Rio de Janeiro;Malta;Junho;2025;14
Aérea;São Paulo;Malta;Junho;2025;24
Aérea;Paraná;Malta;Junho;2025;1
Aérea;Distrito Federal;Malta;Junho;2025;2
Terrestre;Paraná;Malta;Junho;2025;1
Aérea;Amazonas;Malásia;Junho;2025;2
Aérea;Roraima;Malásia;Junho;2025;2
Aérea;Pará;Malásia;Junho;2025;1
Aérea;Bahia;Malásia;Junho;2025;1
Aérea;Rio de Janeiro;Malásia;Junho;2025;67
Aérea;São Paulo;Malásia;Junho;2025;144
Aérea;Paraná;Malásia;Junho;2025;1
Aérea;Distrito Federal;Malásia;Junho;2025;2
Terrestre;Paraná;Malásia;Junho;2025;1
Terrestre;Paraná;Malásia;Junho;2025;25
Aérea;Pará;Marrocos;Junho;2025;5
Aérea;Ceará;Marrocos;Junho;2025;1
Aérea;Bahia;Marrocos;Junho;2025;2
Aérea;Minas Gerais;Marrocos;Junho;2025;1
Aérea;Rio de Janeiro;Marrocos;Junho;2025;87
Aérea;São Paulo;Marrocos;Junho;2025;8
Aérea;São Paulo;Marrocos;Junho;2025;380
Aérea;Distrito Federal;Marrocos;Junho;2025;2
Terrestre;Amapá;Marrocos;Junho;2025;2
Terrestre;Paraná;Marrocos;Junho;2025;5
Fluvial;Amapá;Marrocos;Junho;2025;4
Aérea;São Paulo;Mauritânia;Junho;2025;15
Aérea;Bahia;Maurício;Junho;2025;1
Aérea;Minas Gerais;Maurício;Junho;2025;1
Aérea;São Paulo;Maurício;Junho;2025;6
Aérea;Rio de Janeiro;Mianma;Junho;2025;2
Aérea;São Paulo;Mianma;Junho;2025;6
Aérea;Rio de Janeiro;Moldávia;Junho;2025;5
Aérea;São Paulo;Moldávia;Junho;2025;11
Aérea;Distrito Federal;Moldávia;Junho;2025;1
Terrestre;Paraná;Moldávia;Junho;2025;1
Aérea;Rio de Janeiro;Mongólia;Junho;2025;3
Aérea;São Paulo;Mongólia;Junho;2025;19
Terrestre;Paraná;Mongólia;Junho;2025;1
Aérea;Rio de Janeiro;Montenegro;Junho;2025;3
Aérea;São Paulo;Montenegro;Junho;2025;3
Aérea;Pernambuco;Moçambique;Junho;2025;1
Aérea;Rio de Janeiro;Moçambique;Junho;2025;1
Aérea;São Paulo;Moçambique;Junho;2025;326
Aérea;Distrito Federal;Moçambique;Junho;2025;1
Aérea;Amazonas;México;Junho;2025;71
Aérea;Pará;México;Junho;2025;4
Aérea;Ceará;México;Junho;2025;10
Aérea;Pernambuco;México;Junho;2025;4
Aérea;Bahia;México;Junho;2025;1
Aérea;Minas Gerais;México;Junho;2025;30
Aérea;Rio de Janeiro;México;Junho;2025;1659
Aérea;São Paulo;México;Junho;2025;6
Aérea;São Paulo;México;Junho;2025;6213
Aérea;Paraná;México;Junho;2025;1
Aérea;Paraná;México;Junho;2025;10
Aérea;Santa Catarina;México;Junho;2025;34
Aérea;Rio Grande do Sul;México;Junho;2025;36
Aérea;Distrito Federal;México;Junho;2025;127
Terrestre;Rondônia;México;Junho;2025;1
Terrestre;Acre;México;Junho;2025;3
Terrestre;Acre;México;Junho;2025;1
Terrestre;Amazonas;México;Junho;2025;7
Terrestre;Roraima;México;Junho;2025;2
Terrestre;Roraima;México;Junho;2025;2
Terrestre;Paraná;México;Junho;2025;49
Terrestre;Paraná;México;Junho;2025;361
Terrestre;Paraná;México;Junho;2025;1
Terrestre;Paraná;México;Junho;2025;2
Terrestre;Rio Grande do Sul;México;Junho;2025;4
Terrestre;Rio Grande do Sul;México;Junho;2025;1
Terrestre;Mato Grosso do Sul;México;Junho;2025;34
Terrestre;Mato Grosso do Sul;México;Junho;2025;18
Fluvial;Rio Grande do Sul;México;Junho;2025;4
Aérea;Rio de Janeiro;Mônaco;Junho;2025;1
Aérea;São Paulo;Mônaco;Junho;2025;1
Aérea;Rio de Janeiro;Namíbia;Junho;2025;40
Aérea;São Paulo;Namíbia;Junho;2025;6
Aérea;São Paulo;Nepal;Junho;2025;21
Aérea;Amazonas;Nicarágua;Junho;2025;2
Aérea;Rio de Janeiro;Nicarágua;Junho;2025;39
Aérea;São Paulo;Nicarágua;Junho;2025;3
Aérea;São Paulo;Nicarágua;Junho;2025;120
Aérea;Santa Catarina;Nicarágua;Junho;2025;4
Aérea;Rio Grande do Sul;Nicarágua;Junho;2025;1
Aérea;Distrito Federal;Nicarágua;Junho;2025;2
Terrestre;Amazonas;Nicarágua;Junho;2025;1
Terrestre;Paraná;Nicarágua;Junho;2025;1
Terrestre;Paraná;Nicarágua;Junho;2025;5
Terrestre;Rio Grande do Sul;Nicarágua;Junho;2025;4
Terrestre;Rio Grande do Sul;Nicarágua;Junho;2025;2
Aérea;Bahia;Nigéria;Junho;2025;1
Aérea;Rio de Janeiro;Nigéria;Junho;2025;18
Aérea;São Paulo;Nigéria;Junho;2025;100
Aérea;Distrito Federal;Nigéria;Junho;2025;1
Aérea;Amazonas;Noruega;Junho;2025;1
Aérea;Pará;Noruega;Junho;2025;14
Aérea;Ceará;Noruega;Junho;2025;314
Aérea;Rio Grande do Norte;Noruega;Junho;2025;52
Aérea;Pernambuco;Noruega;Junho;2025;41
Aérea;Alagoas;Noruega;Junho;2025;3
Aérea;Bahia;Noruega;Junho;2025;36
Aérea;Minas Gerais;Noruega;Junho;2025;3
Aérea;Rio de Janeiro;Noruega;Junho;2025;418
Aérea;São Paulo;Noruega;Junho;2025;5
Aérea;São Paulo;Noruega;Junho;2025;245
Aérea;Santa Catarina;Noruega;Junho;2025;1
Aérea;Rio Grande do Sul;Noruega;Junho;2025;5
Aérea;Distrito Federal;Noruega;Junho;2025;18
Terrestre;Paraná;Noruega;Junho;2025;1
Terrestre;Paraná;Noruega;Junho;2025;15
Terrestre;Rio Grande do Sul;Noruega;Junho;2025;1
Marítima;Rio de Janeiro;Noruega;Junho;2025;2
Aérea;Amazonas;Nova Zelândia;Junho;2025;2
Aérea;Ceará;Nova Zelândia;Junho;2025;7
Aérea;Pernambuco;Nova Zelândia;Junho;2025;3
Aérea;Bahia;Nova Zelândia;Junho;2025;1
Aérea;Minas Gerais;Nova Zelândia;Junho;2025;5
Aérea;Rio de Janeiro;Nova Zelândia;Junho;2025;152
Aérea;São Paulo;Nova Zelândia;Junho;2025;1
Aérea;São Paulo;Nova Zelândia;Junho;2025;518
Aérea;Paraná;Nova Zelândia;Junho;2025;2
Aérea;Paraná;Nova Zelândia;Junho;2025;6
Aérea;Santa Catarina;Nova Zelândia;Junho;2025;8
Aérea;Rio Grande do Sul;Nova Zelândia;Junho;2025;8
Aérea;Mato Grosso;Nova Zelândia;Junho;2025;1
Aérea;Distrito Federal;Nova Zelândia;Junho;2025;10
Terrestre;Roraima;Nova Zelândia;Junho;2025;1
Terrestre;Paraná;Nova Zelândia;Junho;2025;6
Terrestre;Paraná;Nova Zelândia;Junho;2025;63
Terrestre;Rio Grande do Sul;Nova Zelândia;Junho;2025;2
Terrestre;Rio Grande do Sul;Nova Zelândia;Junho;2025;1
Aérea;São Paulo;Níger;Junho;2025;1
Aérea;Rio de Janeiro;Omã;Junho;2025;1
Aérea;São Paulo;Omã;Junho;2025;6
Aérea;Rio de Janeiro;Palestina;Junho;2025;3
Aérea;São Paulo;Palestina;Junho;2025;13
Aérea;Distrito Federal;Palestina;Junho;2025;1
Aérea;Amazonas;Panamá;Junho;2025;5
Aérea;Minas Gerais;Panamá;Junho;2025;16
Aérea;Rio de Janeiro;Panamá;Junho;2025;523
Aérea;São Paulo;Panamá;Junho;2025;2
Aérea;São Paulo;Panamá;Junho;2025;477
Aérea;Santa Catarina;Panamá;Junho;2025;18
Aérea;Rio Grande do Sul;Panamá;Junho;2025;35
Aérea;Distrito Federal;Panamá;Junho;2025;21
Terrestre;Paraná;Panamá;Junho;2025;1
Terrestre;Paraná;Panamá;Junho;2025;15
Terrestre;Rio Grande do Sul;Panamá;Junho;2025;1
Terrestre;Rio Grande do Sul;Panamá;Junho;2025;1
Terrestre;Mato Grosso do Sul;Panamá;Junho;2025;1
Marítima;Rio de Janeiro;Panamá;Junho;2025;4
Aérea;São Paulo;Papua Nova Guiné;Junho;2025;1
Aérea;Bahia;Paquistão;Junho;2025;1
Aérea;Rio de Janeiro;Paquistão;Junho;2025;5
Aérea;São Paulo;Paquistão;Junho;2025;1
Aérea;São Paulo;Paquistão;Junho;2025;74
Aérea;Paraná;Paquistão;Junho;2025;1
Aérea;Distrito Federal;Paquistão;Junho;2025;4
Terrestre;Roraima;Paquistão;Junho;2025;3
Terrestre;Paraná;Paquistão;Junho;2025;1
Terrestre;Paraná;Paquistão;Junho;2025;2
Terrestre;Rio Grande do Sul;Paquistão;Junho;2025;3
Aérea;Amazonas;Paraguai;Junho;2025;1
Aérea;Ceará;Paraguai;Junho;2025;4
Aérea;Rio Grande do Norte;Paraguai;Junho;2025;2
Aérea;Pernambuco;Paraguai;Junho;2025;3
Aérea;Alagoas;Paraguai;Junho;2025;1
Aérea;Bahia;Paraguai;Junho;2025;1
Aérea;Bahia;Paraguai;Junho;2025;5
Aérea;Minas Gerais;Paraguai;Junho;2025;1
Aérea;Rio de Janeiro;Paraguai;Junho;2025;123
Aérea;São Paulo;Paraguai;Junho;2025;389
Aérea;São Paulo;Paraguai;Junho;2025;3086
Aérea;São Paulo;Paraguai;Junho;2025;1
Aérea;Paraná;Paraguai;Junho;2025;72
Aérea;Paraná;Paraguai;Junho;2025;105
Aérea;Santa Catarina;Paraguai;Junho;2025;12
Aérea;Rio Grande do Sul;Paraguai;Junho;2025;8
Aérea;Mato Grosso do Sul;Paraguai;Junho;2025;1
Aérea;Distrito Federal;Paraguai;Junho;2025;3
Terrestre;Acre;Paraguai;Junho;2025;1
Terrestre;Paraná;Paraguai;Junho;2025;11
Terrestre;Paraná;Paraguai;Junho;2025;15222
Terrestre;Paraná;Paraguai;Junho;2025;122
Terrestre;Paraná;Paraguai;Junho;2025;606
Terrestre;Paraná;Paraguai;Junho;2025;120
Terrestre;Paraná;Paraguai;Junho;2025;7
Terrestre;Santa Catarina;Paraguai;Junho;2025;23
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;1
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;10
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;3
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;3
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;9
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;7
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;142
Terrestre;Rio Grande do Sul;Paraguai;Junho;2025;25
Terrestre;Mato Grosso do Sul;Paraguai;Junho;2025;35
Terrestre;Mato Grosso do Sul;Paraguai;Junho;2025;1050
Marítima;Pernambuco;Paraguai;Junho;2025;1
Fluvial;Rio Grande do Sul;Paraguai;Junho;2025;90
Fluvial;Rio Grande do Sul;Paraguai;Junho;2025;95
Aérea;Rio de Janeiro;Países não especificados;Junho;2025;1
Aérea;Amazonas;Peru;Junho;2025;44
Aérea;Pará;Peru;Junho;2025;8
Aérea;Ceará;Peru;Junho;2025;17
Aérea;Rio Grande do Norte;Peru;Junho;2025;1
Aérea;Pernambuco;Peru;Junho;2025;6
Aérea;Alagoas;Peru;Junho;2025;2
Aérea;Bahia;Peru;Junho;2025;7
Aérea;Minas Gerais;Peru;Junho;2025;8
Aérea;Rio de Janeiro;Peru;Junho;2025;1980
Aérea;São Paulo;Peru;Junho;2025;12
Aérea;São Paulo;Peru;Junho;2025;5270
Aérea;Paraná;Peru;Junho;2025;44
Aérea;Paraná;Peru;Junho;2025;142
Aérea;Santa Catarina;Peru;Junho;2025;107
Aérea;Rio Grande do Sul;Peru;Junho;2025;88
Aérea;Distrito Federal;Peru;Junho;2025;510
Terrestre;Rondônia;Peru;Junho;2025;1
Terrestre;Acre;Peru;Junho;2025;760
Terrestre;Acre;Peru;Junho;2025;1
Terrestre;Acre;Peru;Junho;2025;39
Terrestre;Amazonas;Peru;Junho;2025;96
Terrestre;Roraima;Peru;Junho;2025;2
Terrestre;Amapá;Peru;Junho;2025;18
Terrestre;Paraná;Peru;Junho;2025;83
Terrestre;Paraná;Peru;Junho;2025;382
Terrestre;Rio Grande do Sul;Peru;Junho;2025;5
Terrestre;Rio Grande do Sul;Peru;Junho;2025;4
Terrestre;Rio Grande do Sul;Peru;Junho;2025;3
Terrestre;Rio Grande do Sul;Peru;Junho;2025;1
Terrestre;Rio Grande do Sul;Peru;Junho;2025;8
Terrestre;Mato Grosso do Sul;Peru;Junho;2025;35
Terrestre;Mato Grosso;Peru;Junho;2025;5
Marítima;Pernambuco;Peru;Junho;2025;1
Fluvial;Amapá;Peru;Junho;2025;6
Aérea;Amazonas;Polônia;Junho;2025;2
Aérea;Pará;Polônia;Junho;2025;7
Aérea;Ceará;Polônia;Junho;2025;27
Aérea;Rio Grande do Norte;Polônia;Junho;2025;6
Aérea;Pernambuco;Polônia;Junho;2025;9
Aérea;Bahia;Polônia;Junho;2025;54
Aérea;Minas Gerais;Polônia;Junho;2025;6
Aérea;Rio de Janeiro;Polônia;Junho;2025;623
Aérea;São Paulo;Polônia;Junho;2025;15
Aérea;São Paulo;Polônia;Junho;2025;771
Aérea;Paraná;Polônia;Junho;2025;1
Aérea;Santa Catarina;Polônia;Junho;2025;4
Aérea;Distrito Federal;Polônia;Junho;2025;14
Terrestre;Amazonas;Polônia;Junho;2025;2
Terrestre;Roraima;Polônia;Junho;2025;1
Terrestre;Roraima;Polônia;Junho;2025;1
Terrestre;Amapá;Polônia;Junho;2025;1
Terrestre;Paraná;Polônia;Junho;2025;32
Terrestre;Paraná;Polônia;Junho;2025;78
Terrestre;Rio Grande do Sul;Polônia;Junho;2025;1
Terrestre;Rio Grande do Sul;Polônia;Junho;2025;1
Terrestre;Rio Grande do Sul;Polônia;Junho;2025;1
Terrestre;Mato Grosso do Sul;Polônia;Junho;2025;3
Marítima;Ceará;Polônia;Junho;2025;2
Marítima;Rio de Janeiro;Polônia;Junho;2025;1
Marítima;Santa Catarina;Polônia;Junho;2025;3
Aérea;Amazonas;Portugal;Junho;2025;59
Aérea;Pará;Portugal;Junho;2025;87
Aérea;Ceará;Portugal;Junho;2025;784
Aérea;Rio Grande do Norte;Portugal;Junho;2025;327
Aérea;Pernambuco;Portugal;Junho;2025;767
Aérea;Alagoas;Portugal;Junho;2025;67
Aérea;Bahia;Portugal;Junho;2025;1
Aérea;Bahia;Portugal;Junho;2025;859
Aérea;Minas Gerais;Portugal;Junho;2025;870
Aérea;Rio de Janeiro;Portugal;Junho;2025;2342
Aérea;São Paulo;Portugal;Junho;2025;1935
Aérea;São Paulo;Portugal;Junho;2025;3914
Aérea;Paraná;Portugal;Junho;2025;1
Aérea;Paraná;Portugal;Junho;2025;1
Aérea;Santa Catarina;Portugal;Junho;2025;73
Aérea;Rio Grande do Sul;Portugal;Junho;2025;43
Aérea;Distrito Federal;Portugal;Junho;2025;402
Terrestre;Roraima;Portugal;Junho;2025;1
Terrestre;Roraima;Portugal;Junho;2025;1
Terrestre;Amapá;Portugal;Junho;2025;5
Terrestre;Paraná;Portugal;Junho;2025;5
Terrestre;Paraná;Portugal;Junho;2025;44
Terrestre;Rio Grande do Sul;Portugal;Junho;2025;2
Terrestre;Rio Grande do Sul;Portugal;Junho;2025;1
Terrestre;Rio Grande do Sul;Portugal;Junho;2025;1
Fluvial;Amapá;Portugal;Junho;2025;1
Aérea;São Paulo;Quirguistão;Junho;2025;7
Aérea;Bahia;Quênia;Junho;2025;2
Aérea;Rio de Janeiro;Quênia;Junho;2025;27
Aérea;São Paulo;Quênia;Junho;2025;49
Aérea;Mato Grosso;Quênia;Junho;2025;2
Aérea;Distrito Federal;Quênia;Junho;2025;1
Aérea;Amazonas;Reino Unido;Junho;2025;44
Aérea;Pará;Reino Unido;Junho;2025;21
Aérea;Ceará;Reino Unido;Junho;2025;127
Aérea;Rio Grande do Norte;Reino Unido;Junho;2025;15
Aérea;Pernambuco;Reino Unido;Junho;2025;87
Aérea;Alagoas;Reino Unido;Junho;2025;2
Aérea;Bahia;Reino Unido;Junho;2025;3
Aérea;Bahia;Reino Unido;Junho;2025;269
Aérea;Minas Gerais;Reino Unido;Junho;2025;39
Aérea;Rio de Janeiro;Reino Unido;Junho;2025;2999
Aérea;São Paulo;Reino Unido;Junho;2025;95
Aérea;São Paulo;Reino Unido;Junho;2025;4847
Aérea;Paraná;Reino Unido;Junho;2025;17
Aérea;Paraná;Reino Unido;Junho;2025;7
Aérea;Santa Catarina;Reino Unido;Junho;2025;41
Aérea;Rio Grande do Sul;Reino Unido;Junho;2025;11
Aérea;Distrito Federal;Reino Unido;Junho;2025;87
Terrestre;Acre;Reino Unido;Junho;2025;3
Terrestre;Amazonas;Reino Unido;Junho;2025;14
Terrestre;Roraima;Reino Unido;Junho;2025;1
Terrestre;Amapá;Reino Unido;Junho;2025;4
Terrestre;Paraná;Reino Unido;Junho;2025;41
Terrestre;Paraná;Reino Unido;Junho;2025;529
Terrestre;Santa Catarina;Reino Unido;Junho;2025;1
Terrestre;Rio Grande do Sul;Reino Unido;Junho;2025;5
Terrestre;Rio Grande do Sul;Reino Unido;Junho;2025;1
Terrestre;Rio Grande do Sul;Reino Unido;Junho;2025;2
Terrestre;Mato Grosso do Sul;Reino Unido;Junho;2025;7
Terrestre;Mato Grosso do Sul;Reino Unido;Junho;2025;3
Marítima;Pernambuco;Reino Unido;Junho;2025;2
Marítima;Santa Catarina;Reino Unido;Junho;2025;1
Aérea;São Paulo;República Centro Africana;Junho;2025;1
Aérea;Rio de Janeiro;República Democrática do Congo;Junho;2025;4
Aérea;São Paulo;República Democrática do Congo;Junho;2025;25
Aérea;Amazonas;República Dominicana;Junho;2025;11
Aérea;Rio Grande do Norte;República Dominicana;Junho;2025;1
Aérea;Pernambuco;República Dominicana;Junho;2025;1
Aérea;Bahia;República Dominicana;Junho;2025;1
Aérea;Minas Gerais;República Dominicana;Junho;2025;2
Aérea;Rio de Janeiro;República Dominicana;Junho;2025;253
Aérea;São Paulo;República Dominicana;Junho;2025;2
Aérea;São Paulo;República Dominicana;Junho;2025;1051
Aérea;Santa Catarina;República Dominicana;Junho;2025;3
Aérea;Rio Grande do Sul;República Dominicana;Junho;2025;22
Aérea;Distrito Federal;República Dominicana;Junho;2025;31
Terrestre;Acre;República Dominicana;Junho;2025;2
Terrestre;Amazonas;República Dominicana;Junho;2025;11
Terrestre;Amapá;República Dominicana;Junho;2025;19
Terrestre;Paraná;República Dominicana;Junho;2025;2
Terrestre;Paraná;República Dominicana;Junho;2025;17
Terrestre;Rio Grande do Sul;República Dominicana;Junho;2025;3
Terrestre;Rio Grande do Sul;República Dominicana;Junho;2025;1
Terrestre;Rio Grande do Sul;República Dominicana;Junho;2025;2
Terrestre;Rio Grande do Sul;República Dominicana;Junho;2025;1
Fluvial;Amapá;República Dominicana;Junho;2025;2
Aérea;Amazonas;República Tcheca;Junho;2025;2
Aérea;Pará;República Tcheca;Junho;2025;1
Aérea;Ceará;República Tcheca;Junho;2025;3
Aérea;Pernambuco;República Tcheca;Junho;2025;3
Aérea;Bahia;República Tcheca;Junho;2025;9
Aérea;Minas Gerais;República Tcheca;Junho;2025;1
Aérea;Rio de Janeiro;República Tcheca;Junho;2025;126
Aérea;São Paulo;República Tcheca;Junho;2025;4
Aérea;São Paulo;República Tcheca;Junho;2025;189
Aérea;Santa Catarina;República Tcheca;Junho;2025;4
Aérea;Rio Grande do Sul;República Tcheca;Junho;2025;2
Aérea;Distrito Federal;República Tcheca;Junho;2025;3
Terrestre;Paraná;República Tcheca;Junho;2025;8
Terrestre;Paraná;República Tcheca;Junho;2025;24
Terrestre;Rio Grande do Sul;República Tcheca;Junho;2025;1
Terrestre;Mato Grosso do Sul;República Tcheca;Junho;2025;1
Fluvial;Pará;República Tcheca;Junho;2025;1
Aérea;Amazonas;República da Coreia;Junho;2025;39
Aérea;Pará;República da Coreia;Junho;2025;3
Aérea;Ceará;República da Coreia;Junho;2025;3
Aérea;Pernambuco;República da Coreia;Junho;2025;3
Aérea;Bahia;República da Coreia;Junho;2025;22
Aérea;Bahia;República da Coreia;Junho;2025;2
Aérea;Minas Gerais;República da Coreia;Junho;2025;4
Aérea;Rio de Janeiro;República da Coreia;Junho;2025;154
Aérea;São Paulo;República da Coreia;Junho;2025;1
Aérea;São Paulo;República da Coreia;Junho;2025;1202
Aérea;Paraná;República da Coreia;Junho;2025;5
Aérea;Paraná;República da Coreia;Junho;2025;2
Aérea;Santa Catarina;República da Coreia;Junho;2025;3
Aérea;Distrito Federal;República da Coreia;Junho;2025;7
Terrestre;Paraná;República da Coreia;Junho;2025;53
Terrestre;Paraná;República da Coreia;Junho;2025;143
Aérea;São Paulo;República do Kosovo;Junho;2025;10
Aérea;Amazonas;Romênia;Junho;2025;4
Aérea;Pará;Romênia;Junho;2025;1
Aérea;Ceará;Romênia;Junho;2025;6
Aérea;Rio Grande do Norte;Romênia;Junho;2025;1
Aérea;Pernambuco;Romênia;Junho;2025;3
Aérea;Bahia;Romênia;Junho;2025;12
Aérea;Minas Gerais;Romênia;Junho;2025;1
Aérea;Rio de Janeiro;Romênia;Junho;2025;119
Aérea;São Paulo;Romênia;Junho;2025;5
Aérea;São Paulo;Romênia;Junho;2025;201
Aérea;Paraná;Romênia;Junho;2025;1
Aérea;Santa Catarina;Romênia;Junho;2025;3
Aérea;Rio Grande do Sul;Romênia;Junho;2025;2
Aérea;Distrito Federal;Romênia;Junho;2025;1
Terrestre;Paraná;Romênia;Junho;2025;9
Terrestre;Paraná;Romênia;Junho;2025;12
Marítima;Rio de Janeiro;Romênia;Junho;2025;4
Fluvial;Amapá;Romênia;Junho;2025;1
Aérea;Rio de Janeiro;Ruanda;Junho;2025;4
Aérea;São Paulo;Ruanda;Junho;2025;5
Aérea;Amazonas;Rússia;Junho;2025;8
Aérea;Pará;Rússia;Junho;2025;4
Aérea;Rio Grande do Norte;Rússia;Junho;2025;1
Aérea;Pernambuco;Rússia;Junho;2025;5
Aérea;Bahia;Rússia;Junho;2025;3
Aérea;Minas Gerais;Rússia;Junho;2025;1
Aérea;Rio de Janeiro;Rússia;Junho;2025;324
Aérea;São Paulo;Rússia;Junho;2025;9
Aérea;São Paulo;Rússia;Junho;2025;967
Aérea;Paraná;Rússia;Junho;2025;4
Aérea;Paraná;Rússia;Junho;2025;2
Aérea;Santa Catarina;Rússia;Junho;2025;60
Aérea;Rio Grande do Sul;Rússia;Junho;2025;1
Aérea;Distrito Federal;Rússia;Junho;2025;19
Terrestre;Acre;Rússia;Junho;2025;1
Terrestre;Roraima;Rússia;Junho;2025;1
Terrestre;Paraná;Rússia;Junho;2025;34
Terrestre;Paraná;Rússia;Junho;2025;134
Terrestre;Rio Grande do Sul;Rússia;Junho;2025;4
Terrestre;Rio Grande do Sul;Rússia;Junho;2025;4
Terrestre;Rio Grande do Sul;Rússia;Junho;2025;1
Terrestre;Rio Grande do Sul;Rússia;Junho;2025;2
Terrestre;Rio Grande do Sul;Rússia;Junho;2025;8
Marítima;Rio de Janeiro;Rússia;Junho;2025;2
Aérea;Rio de Janeiro;San Marino;Junho;2025;1
Aérea;São Paulo;San Marino;Junho;2025;1
Aérea;Pará;Santa Lúcia;Junho;2025;1
Aérea;Minas Gerais;Santa Lúcia;Junho;2025;1
Aérea;Rio de Janeiro;Santa Lúcia;Junho;2025;1
Aérea;São Paulo;Santa Lúcia;Junho;2025;5
Aérea;Distrito Federal;Santa Lúcia;Junho;2025;4
Aérea;Bahia;Senegal;Junho;2025;1
Aérea;Rio de Janeiro;Senegal;Junho;2025;5
Aérea;São Paulo;Senegal;Junho;2025;8
Aérea;Distrito Federal;Senegal;Junho;2025;1
Aérea;São Paulo;Serra Leoa;Junho;2025;3
Aérea;Distrito Federal;Serra Leoa;Junho;2025;1
Aérea;Rio de Janeiro;Sri Lanka;Junho;2025;1
Aérea;São Paulo;Sri Lanka;Junho;2025;10
Aérea;Rio Grande do Sul;Sri Lanka;Junho;2025;1
Terrestre;Roraima;Sri Lanka;Junho;2025;1
Aérea;Rio de Janeiro;Suazilândia;Junho;2025;6
Aérea;São Paulo;Sudão;Junho;2025;15
Aérea;Amazonas;Suriname;Junho;2025;1
Aérea;Pará;Suriname;Junho;2025;305
Aérea;Ceará;Suriname;Junho;2025;1
Aérea;Rio de Janeiro;Suriname;Junho;2025;15
Aérea;São Paulo;Suriname;Junho;2025;5
Aérea;Rio Grande do Sul;Suriname;Junho;2025;1
Aérea;Distrito Federal;Suriname;Junho;2025;4
Terrestre;Roraima;Suriname;Junho;2025;2
Terrestre;Amapá;Suriname;Junho;2025;14
Aérea;Amazonas;Suécia;Junho;2025;13
Aérea;Pará;Suécia;Junho;2025;5
Aérea;Ceará;Suécia;Junho;2025;65
Aérea;Rio Grande do Norte;Suécia;Junho;2025;25
Aérea;Pernambuco;Suécia;Junho;2025;30
Aérea;Alagoas;Suécia;Junho;2025;2
Aérea;Bahia;Suécia;Junho;2025;34
Aérea;Minas Gerais;Suécia;Junho;2025;12
Aérea;Rio de Janeiro;Suécia;Junho;2025;360
Aérea;São Paulo;Suécia;Junho;2025;12
Aérea;São Paulo;Suécia;Junho;2025;510
Aérea;Paraná;Suécia;Junho;2025;1
Aérea;Paraná;Suécia;Junho;2025;1
Aérea;Rio Grande do Sul;Suécia;Junho;2025;3
Aérea;Distrito Federal;Suécia;Junho;2025;9
Terrestre;Amazonas;Suécia;Junho;2025;3
Terrestre;Paraná;Suécia;Junho;2025;4
Terrestre;Paraná;Suécia;Junho;2025;19
Terrestre;Rio Grande do Sul;Suécia;Junho;2025;2
Terrestre;Mato Grosso do Sul;Suécia;Junho;2025;3
Marítima;Pernambuco;Suécia;Junho;2025;2
Marítima;Santa Catarina;Suécia;Junho;2025;2
Aérea;Amazonas;Suíça;Junho;2025;24
Aérea;Pará;Suíça;Junho;2025;29
Aérea;Ceará;Suíça;Junho;2025;163
Aérea;Rio Grande do Norte;Suíça;Junho;2025;38
Aérea;Pernambuco;Suíça;Junho;2025;354
Aérea;Alagoas;Suíça;Junho;2025;1
Aérea;Bahia;Suíça;Junho;2025;184
Aérea;Minas Gerais;Suíça;Junho;2025;21
Aérea;Rio de Janeiro;Suíça;Junho;2025;629
Aérea;São Paulo;Suíça;Junho;2025;15
Aérea;São Paulo;Suíça;Junho;2025;1169
Aérea;Paraná;Suíça;Junho;2025;1
Aérea;Paraná;Suíça;Junho;2025;1
Aérea;Santa Catarina;Suíça;Junho;2025;11
Aérea;Rio Grande do Sul;Suíça;Junho;2025;1
Aérea;Distrito Federal;Suíça;Junho;2025;37
Terrestre;Acre;Suíça;Junho;2025;5
Terrestre;Acre;Suíça;Junho;2025;1
Terrestre;Amazonas;Suíça;Junho;2025;6
Terrestre;Paraná;Suíça;Junho;2025;23
Terrestre;Paraná;Suíça;Junho;2025;106
Terrestre;Rio Grande do Sul;Suíça;Junho;2025;2
Terrestre;Rio Grande do Sul;Suíça;Junho;2025;2
Terrestre;Rio Grande do Sul;Suíça;Junho;2025;1
Terrestre;Rio Grande do Sul;Suíça;Junho;2025;2
Terrestre;Rio Grande do Sul;Suíça;Junho;2025;1
Terrestre;Mato Grosso do Sul;Suíça;Junho;2025;6
Terrestre;Mato Grosso do Sul;Suíça;Junho;2025;4
Marítima;Pernambuco;Suíça;Junho;2025;1
Fluvial;Pará;Suíça;Junho;2025;2
Aérea;Rio de Janeiro;São Cristóvão e Nevis;Junho;2025;3
Aérea;São Paulo;São Cristóvão e Nevis;Junho;2025;18
Aérea;Distrito Federal;São Cristóvão e Nevis;Junho;2025;1
